chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013966.1,WP_013035073.1,HVO_RS03545,HVO_A0380,1692,391212,392903,+,protein_coding,ABC transporter substrate-binding protein
NC_013964.1,WP_004041204.1,HVO_RS01625,HVO_B0337,309,391344,391652,-,protein_coding,UxaA family hydrolase
NC_013967.1,WP_013035354.1,HVO_RS06805,HVO_0438,270,391499,391768,+,protein_coding,thioredoxin domain-containing protein
NC_013964.1,WP_004041203.1,HVO_RS01630,HVO_B0338,1191,391649,392839,-,protein_coding,UxaA family hydrolase
NC_013967.1,WP_004044485.1,HVO_RS06810,HVO_0439,147,391882,392028,+,protein_coding,50S ribosomal protein L40e
NC_013967.1,WP_004044484.1,HVO_RS06815,HVO_0440,381,392044,392424,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044483.1,HVO_RS06820,HVO_0441,627,392426,393052,-,protein_coding,MBL fold metallo-hydrolase
NC_013966.1,WP_013035096.1,HVO_RS03550,HVO_A0381,1020,392914,393933,+,protein_coding,ABC transporter permease
NC_013964.1,WP_004041202.1,HVO_RS01635,HVO_B0339,684,392926,393609,+,protein_coding,carbohydrate-binding family 9-like protein
NC_013967.1,WP_004044482.1,HVO_RS06825,HVO_0442,171,393182,393352,+,protein_coding,DUF5786 family protein
NC_013967.1,WP_004044481.1,HVO_RS06830,HVO_0443,612,393349,393960,+,protein_coding,DUF99 family protein
NC_013964.1,WP_004041201.1,HVO_RS01640,HVO_B0340,654,393703,394356,+,protein_coding,ThuA domain-containing protein
NC_013966.1,WP_013035078.1,HVO_RS03555,HVO_A0382,900,393941,394840,+,protein_coding,ABC transporter permease
NC_013967.1,WP_004044480.1,HVO_RS06835,HVO_0444,597,393985,394581,+,protein_coding,uracil-DNA glycosylase
NC_013964.1,WP_004041200.1,HVO_RS01645,HVO_B0341,246,394417,394662,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044479.1,HVO_RS06840,HVO_0445,966,394719,395684,-,protein_coding,"phosphonate ABC transporter, permease protein PhnE"
NC_013964.1,WP_004041199.1,HVO_RS01650,HVO_B0342,1083,394719,395801,-,protein_coding,LLM class flavin-dependent oxidoreductase
NC_013966.1,WP_004043284.1,HVO_RS03560,HVO_A0383,1125,394840,395964,+,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044478.1,HVO_RS06845,HVO_0446,804,395674,396477,-,protein_coding,phosphonate ABC transporter ATP-binding protein
NC_013964.1,WP_004041198.1,HVO_RS01655,HVO_B0343,1434,395884,397317,-,protein_coding,glycoside hydrolase family 4
NC_013966.1,WP_004043285.1,HVO_RS03565,HVO_A0384,1104,395961,397064,+,protein_coding,ATP-binding cassette domain-containing protein
NC_013967.1,WP_004044477.1,HVO_RS06850,HVO_0447,858,396573,397430,-,protein_coding,PhnD/SsuA/transferrin family substrate-binding protein
NC_013966.1,WP_004043286.1,HVO_RS03570,HVO_A0385,2049,397167,399215,+,protein_coding,hydantoinase/oxoprolinase family protein
NC_013964.1,WP_013034973.1,HVO_RS01660,HVO_B0344,465,397381,397845,-,protein_coding,universal stress protein
NC_013967.1,WP_004044475.1,HVO_RS06855,HVO_0448,660,397884,398543,+,protein_coding,imidazole glycerol phosphate synthase subunit HisH
NC_013964.1,WP_004041196.1,HVO_RS01665,HVO_B0345,1137,397954,399090,-,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
NC_013967.1,WP_004044474.1,HVO_RS06860,HVO_0449,807,398598,399404,+,protein_coding,prephenate dehydratase
NC_013964.1,WP_004041195.1,HVO_RS01670,HVO_B0346,1242,399189,400430,-,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
NC_013966.1,WP_004043287.1,HVO_RS03575,HVO_A0386,1752,399215,400966,+,protein_coding,hydantoinase B/oxoprolinase family protein
NC_013967.1,WP_004044473.1,HVO_RS06865,HVO_0450,408,399548,399955,+,protein_coding,Hsp20/alpha crystallin family protein
NC_013967.1,WP_004044472.1,HVO_RS06870,HVO_0451,444,400072,400515,+,protein_coding,Hsp20/alpha crystallin family protein
NC_013964.1,WP_004041194.1,HVO_RS01675,HVO_B0347,1053,400523,401575,-,protein_coding,Gfo/Idh/MocA family oxidoreductase
NC_013967.1,WP_004044471.1,HVO_RS06875,HVO_0452,2877,400730,403606,+,protein_coding,leucine--tRNA ligase
NC_013966.1,WP_004043288.1,HVO_RS03580,HVO_A0387,333,400963,401295,+,protein_coding,cupin domain-containing protein
NC_013966.1,WP_004043289.1,HVO_RS03585,HVO_A0388,525,401311,401835,-,protein_coding,Lrp/AsnC family transcriptional regulator
NC_013964.1,WP_004041193.1,HVO_RS01680,HVO_B0348,939,401690,402628,+,protein_coding,dihydrodipicolinate synthase family protein
NC_013966.1,NA,HVO_RS21235,HVO_A0389,345,401984,402328,+,pseudogene,hypothetical protein
NC_013966.1,NA,HVO_RS21240,HVO_A0390A,279,402616,402894,+,pseudogene,hypothetical protein
NC_013964.1,WP_004041192.1,HVO_RS01685,HVO_B0349,1950,402843,404792,+,protein_coding,hypothetical protein
NC_013966.1,WP_049914857.1,HVO_RS03600,HVO_A0391,420,402900,403319,+,protein_coding,hypothetical protein
NC_013966.1,WP_004043291.1,HVO_RS03605,HVO_A0392,528,403340,403867,+,protein_coding,type II toxin-antitoxin system death-on-curing family toxin
NC_013967.1,WP_004044470.1,HVO_RS06880,HVO_0453,219,403730,403948,+,protein_coding,hypothetical protein
NC_013966.1,WP_004043292.1,HVO_RS20775,HVO_A0393,138,403870,404007,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035300.1,HVO_RS06885,HVO_0454,996,404006,405001,-,protein_coding,alanine dehydrogenase
NC_013966.1,WP_004043293.1,HVO_RS03610,HVO_A0394,513,404316,404828,+,protein_coding,winged helix-turn-helix domain-containing protein
NC_013966.1,WP_004043294.1,HVO_RS03615,HVO_A0395,453,404825,405277,+,protein_coding,hypothetical protein
NC_013966.1,WP_004043295.1,HVO_RS03620,HVO_A0396,819,405280,406098,+,protein_coding,SWIM zinc finger domain-containing protein
NC_013964.1,WP_004041191.1,HVO_RS01690,HVO_B0350,723,405285,406007,+,protein_coding,trehalose utilization protein ThuA
NC_013967.1,WP_004044467.1,HVO_RS06890,HVO_0455,1644,405300,406943,-,protein_coding,thermosome subunit beta
NC_013966.1,WP_004043296.1,HVO_RS03625,HVO_A0397,552,406144,406695,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041190.1,HVO_RS01695,HVO_B0351,426,406210,406635,-,protein_coding,DUF5518 domain-containing protein
NC_013966.1,WP_004043297.1,HVO_RS03630,HVO_A0398,885,406832,407716,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041189.1,HVO_RS01700,HVO_B0352,354,406887,407240,+,protein_coding,hypothetical protein
NC_013967.1,WP_008606282.1,HVO_RS06895,HVO_0456,393,407159,407551,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041188.1,HVO_RS01705,HVO_B0353,831,407283,408113,+,protein_coding,carbon-nitrogen hydrolase family protein
NC_013967.1,WP_004044465.1,HVO_RS06900,HVO_0457,183,407615,407797,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035044.1,HVO_RS03635,HVO_A0399,189,407856,408044,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041187.1,HVO_RS01710,HVO_B0354,2304,408141,410444,-,protein_coding,pentapeptide repeat-containing protein
NC_013966.1,NA,HVO_RS19965,HVO_A0400,363,408146,408508,+,pseudogene,hypothetical protein
NC_013967.1,NA,HVO_RS06905,HVO_3021,81,408343,408423,-,tRNA,tRNA-Ser
NC_013967.1,WP_004044464.1,HVO_RS06910,HVO_0458A,207,408453,408659,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044463.1,HVO_RS06915,HVO_0459,387,408661,409047,-,protein_coding,Rid family detoxifying hydrolase
NC_013966.1,WP_004043299.1,HVO_RS03645,HVO_A0401,1161,408662,409822,-,protein_coding,Fic family protein
NC_013967.1,WP_004044462.1,HVO_RS06920,HVO_0460,207,409132,409338,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044461.1,HVO_RS06925,HVO_0461,999,409378,410376,-,protein_coding,cytochrome d ubiquinol oxidase subunit II
NC_013966.1,WP_236995446.1,HVO_RS03650,HVO_A0402,276,409979,410254,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044460.1,HVO_RS06930,HVO_0462,1425,410369,411793,-,protein_coding,cytochrome ubiquinol oxidase subunit I
NC_013964.1,WP_004041184.1,HVO_RS01715,HVO_B0355,972,410664,411635,-,protein_coding,hypothetical protein
NC_013966.1,WP_049914858.1,HVO_RS03665,HVO_A0405,381,411444,411824,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041182.1,HVO_RS01720,HVO_B0356,525,411652,412176,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035009.1,HVO_RS19975,HVO_A0406,1149,412031,413179,-,protein_coding,PH domain-containing protein
NC_013967.1,WP_004044459.1,HVO_RS06935,HVO_0463A,207,412138,412344,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041180.1,HVO_RS01725,HVO_B0357,1827,412183,414009,-,protein_coding,spermidine synthase
NC_013967.1,WP_004044458.1,HVO_RS06940,HVO_0464,1212,412389,413600,-,protein_coding,threonine ammonia-lyase
NC_013966.1,NA,HVO_RS03670,HVO_A0408,1147,413614,414760,+,pseudogene,ISH3 family transposase
NC_013967.1,WP_004044457.1,HVO_RS06945,HVO_0465,1392,413956,415347,+,protein_coding,MATE family efflux transporter
NC_013964.1,WP_004041177.1,HVO_RS01730,HVO_B0358,726,414079,414804,-,protein_coding,hypothetical protein
NC_013964.1,WP_004041176.1,HVO_RS01735,HVO_B0359,1167,414982,416148,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044456.1,HVO_RS06950,HVO_0466,1140,415459,416598,-,protein_coding,citrate synthase
NC_013966.1,WP_004043305.1,HVO_RS03675,HVO_A0409,900,415806,416705,+,protein_coding,hypothetical protein
NC_013964.1,WP_004041175.1,HVO_RS01740,HVO_B0360,1263,416397,417659,-,protein_coding,glycosyltransferase family 2 protein
NC_013967.1,WP_004044455.1,HVO_RS06955,HVO_0467,1209,416899,418107,+,protein_coding,TrkA C-terminal domain-containing protein
NC_013966.1,WP_004043306.1,HVO_RS19990,HVO_A0410,1155,416930,418084,+,protein_coding,PQQ-binding-like beta-propeller repeat protein
NC_013964.1,WP_004041174.1,HVO_RS01745,HVO_B0361,642,417818,418459,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004044454.1,HVO_RS06960,HVO_0468,318,418158,418475,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035139.1,HVO_RS03680,HVO_A0411,534,418386,418919,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044453.1,HVO_RS06965,HVO_0469,957,418546,419502,+,protein_coding,succinylglutamate desuccinylase/aspartoacylase family protein
NC_013964.1,WP_004041173.1,HVO_RS01750,HVO_B0362,240,418592,418831,+,protein_coding,4Fe-4S ferredoxin N-terminal domain-containing protein
NC_013964.1,WP_004041171.1,HVO_RS01755,HVO_B0363,2532,418824,421355,+,protein_coding,molybdopterin-dependent oxidoreductase
NC_013966.1,WP_013035173.1,HVO_RS03685,HVO_A0413,642,419256,419897,-,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004044452.1,HVO_RS06970,HVO_0470,1104,419599,420702,+,protein_coding,pyridoxal-phosphate dependent enzyme
NC_013966.1,WP_049941494.1,HVO_RS03690,HVO_A0414,654,420093,420746,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044451.1,HVO_RS06975,HVO_0471,1359,420720,422078,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035218.1,HVO_RS03695,HVO_A0415,684,420828,421511,+,protein_coding,cyclase family protein
NC_013964.1,WP_004041170.1,HVO_RS01760,HVO_B0364,822,421358,422179,+,protein_coding,4Fe-4S dicluster domain-containing protein
NC_013966.1,WP_004062180.1,HVO_RS03700,HVO_A0416,285,421628,421912,-,protein_coding,PadR family transcriptional regulator
NC_013964.1,WP_004041169.1,HVO_RS01765,HVO_B0365,1314,422179,423492,+,protein_coding,polysulfide reductase NrfD
NC_013967.1,WP_004044450.1,HVO_RS06980,HVO_0472,276,422204,422479,-,protein_coding,DUF2892 domain-containing protein
NC_013966.1,WP_013035067.1,HVO_RS03705,HVO_A0417,309,422330,422638,+,protein_coding,DUF6516 family protein
NC_013967.1,WP_004044449.1,HVO_RS06985,HVO_0473,201,422618,422818,+,protein_coding,hypothetical protein
NC_013966.1,WP_004062178.1,HVO_RS03710,HVO_A0418,468,422619,423086,+,protein_coding,transcriptional regulator
NC_013967.1,WP_004044448.1,HVO_RS06990,HVO_0474,735,422870,423604,-,protein_coding,protein-L-isoaspartate O-methyltransferase
NC_013964.1,WP_004041168.1,HVO_RS01770,HVO_B0366,594,423489,424082,+,protein_coding,molecular chaperone TorD family protein
NC_013966.1,WP_004043328.1,HVO_RS19995,HVO_A0419,690,423507,424196,+,protein_coding,nucleotidyltransferase domain-containing protein
NC_013967.1,WP_004044447.1,HVO_RS06995,HVO_0475,939,423626,424564,-,protein_coding,class I SAM-dependent methyltransferase
NC_013964.1,WP_004041167.1,HVO_RS01775,HVO_B0367,474,424234,424707,+,protein_coding,molybdopterin-dependent oxidoreductase
NC_013966.1,WP_013035197.1,HVO_RS03720,HVO_A0420,1167,424451,425617,-,protein_coding,ISH3-like element ISH51 family transposase
NC_013967.1,WP_004044446.1,HVO_RS07000,HVO_0476,657,424661,425317,-,protein_coding,HVO_0476 family zinc finger protein
NC_013964.1,WP_004041166.1,HVO_RS01780,HVO_B0368,759,424712,425470,+,protein_coding,molybdenum cofactor guanylyltransferase
NC_013967.1,WP_004044445.1,HVO_RS07005,HVO_0477,960,425456,426415,-,protein_coding,aminopeptidase
NC_013964.1,WP_004041165.1,HVO_RS01785,HVO_B0369,918,425467,426384,+,protein_coding,extracellular solute-binding protein
NC_013966.1,WP_236995447.1,HVO_RS20000,HVO_A0421,339,425739,426077,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035106.1,HVO_RS03730,HVO_A0423,1167,426247,427413,+,protein_coding,ISH3 family transposase
NC_013964.1,WP_004041164.1,HVO_RS01790,HVO_B0370,810,426365,427174,+,protein_coding,ABC transporter permease
NC_013967.1,WP_013035627.1,HVO_RS07010,HVO_0478,1068,426605,427672,+,protein_coding,type II glyceraldehyde-3-phosphate dehydrogenase
NC_013964.1,WP_004041163.1,HVO_RS01795,HVO_B0371,1491,427389,428879,-,protein_coding,aldehyde dehydrogenase family protein
NC_013966.1,WP_004041387.1,HVO_RS20005,HVO_A0424,744,427722,428465,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004044443.1,HVO_RS07015,HVO_0479,489,427742,428230,-,protein_coding,metallophosphoesterase
NC_013967.1,WP_004044442.1,HVO_RS07020,HVO_0479A,300,428338,428637,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035189.1,HVO_RS20010,HVO_A0425,1041,428467,429507,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004044441.1,HVO_RS07025,HVO_0480,1206,428646,429851,-,protein_coding,phosphoglycerate kinase
NC_013964.1,WP_004041162.1,HVO_RS01800,HVO_B0372,195,429092,429286,+,protein_coding,hypothetical protein
NC_013964.1,WP_144064013.1,HVO_RS20445,HVO_B0374,216,429468,429683,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035217.1,HVO_RS20015,HVO_A0426,1014,429509,430522,-,protein_coding,ABC transporter ATP-binding protein
NC_013964.1,WP_004041160.1,HVO_RS01805,HVO_B0375,738,429920,430657,+,protein_coding,sporulation protein
NC_013967.1,WP_004044440.1,HVO_RS07030,HVO_0481,1053,429927,430979,-,protein_coding,type I glyceraldehyde-3-phosphate dehydrogenase
NC_013966.1,WP_004041390.1,HVO_RS03740,HVO_A0426A,930,430526,431455,-,protein_coding,ABC transporter permease
NC_013964.1,WP_004041159.1,HVO_RS01810,HVO_B0376,1011,430739,431749,+,protein_coding,aldo/keto reductase
NC_013967.1,WP_004044439.1,HVO_RS07035,HVO_0482,363,431247,431609,+,protein_coding,Hsp20/alpha crystallin family protein
NC_013966.1,WP_004041391.1,HVO_RS03745,HVO_A0427,927,431457,432383,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004044438.1,HVO_RS07040,HVO_0483,873,431634,432506,-,protein_coding,RimK family alpha-L-glutamate ligase
NC_013964.1,WP_004041158.1,HVO_RS01815,HVO_B0377,1020,431768,432787,-,protein_coding,GNAT family N-acetyltransferase
NC_013966.1,WP_161606675.1,HVO_RS03750,HVO_A0428,1689,432411,434099,-,protein_coding,ABC transporter substrate-binding protein
NC_013967.1,WP_004044437.1,HVO_RS07045,HVO_0484,531,432592,433122,-,protein_coding,50S ribosomal protein L16
NC_013964.1,WP_004041157.1,HVO_RS01820,HVO_B0378,393,433048,433440,+,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_013967.1,WP_004044436.1,HVO_RS07050,HVO_0485,648,433283,433930,+,protein_coding,type 1 glutamine amidotransferase
NC_013964.1,WP_004041156.1,HVO_RS01825,HVO_B0379,1530,433504,435033,-,protein_coding,sodium:proline symporter
NC_013967.1,WP_004044435.1,HVO_RS07055,HVO_0486,795,433931,434725,-,protein_coding,endonuclease NucS
NC_013966.1,WP_013035123.1,HVO_RS03755,HVO_A0429,1614,434234,435847,-,protein_coding,D-aminoacylase
NC_013967.1,WP_004044434.1,HVO_RS07060,HVO_0487,456,434848,435303,+,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_013964.1,WP_004041155.1,HVO_RS01830,HVO_B0380,786,435027,435812,-,protein_coding,TenA family protein
NC_013967.1,WP_004044433.1,HVO_RS07065,HVO_0488,399,435432,435830,+,protein_coding,helix-turn-helix domain-containing protein
NC_013964.1,WP_004041154.1,HVO_RS01835,HVO_B0381,666,435809,436474,-,protein_coding,thiaminase II
NC_013967.1,WP_004044432.1,HVO_RS07070,HVO_0489,159,435901,436059,+,protein_coding,zinc ribbon domain-containing protein
NC_013966.1,WP_004041394.1,HVO_RS20020,HVO_A0429A,1056,435957,437012,-,protein_coding,dipeptide epimerase
NC_013967.1,WP_004044431.1,HVO_RS20845,HVO_0490,147,436184,436330,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044430.1,HVO_RS07075,HVO_0491,462,436448,436909,+,protein_coding,pyridoxamine 5'-phosphate oxidase family protein
NC_013964.1,WP_004041153.1,HVO_RS01840,HVO_B0382,567,436747,437313,+,protein_coding,TATA-box-binding protein
NC_013966.1,WP_004041395.1,HVO_RS20025,HVO_A0430,1041,437009,438049,-,protein_coding,DUF1611 domain-containing protein
NC_013967.1,WP_004044429.1,HVO_RS07080,HVO_0492,648,437012,437659,+,protein_coding,DNA-binding protein
NC_013967.1,WP_004044428.1,HVO_RS07085,HVO_0493,393,437774,438166,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004044427.1,HVO_RS07090,HVO_0494,795,438284,439078,+,protein_coding,hypothetical protein
NC_013966.1,WP_013035212.1,HVO_RS03765,HVO_A0431,1350,438848,440197,+,protein_coding,IS4 family transposase
NC_013967.1,NA,HVO_RS07095,HVO_3022,74,439239,439312,-,tRNA,tRNA-Phe
NC_013967.1,WP_004044426.1,HVO_RS07100,HVO_0496,726,439362,440087,-,protein_coding,DUF2270 domain-containing protein
NC_013967.1,WP_004057909.1,HVO_RS07105,HVO_0497,195,440257,440451,-,protein_coding,cold-shock protein
NC_013966.1,WP_144064030.1,HVO_RS20035,HVO_A0432,1149,440280,441428,+,protein_coding,PH domain-containing protein
NC_013967.1,WP_004057907.1,HVO_RS07110,HVO_0498,195,440611,440805,-,protein_coding,cold shock domain-containing protein
NC_013967.1,NA,HVO_RS07115,HVO_3023,74,441236,441309,-,tRNA,tRNA-Phe
NC_013967.1,WP_004044423.1,HVO_RS07120,HVO_0500,669,441371,442039,-,protein_coding,hypothetical protein
NC_013966.1,WP_013035157.1,HVO_RS03770,HVO_A0433,1167,441591,442757,+,protein_coding,ISH3-like element ISH51 family transposase
NC_013967.1,WP_004044422.1,HVO_RS07125,HVO_0501,399,442085,442483,-,protein_coding,VanZ family protein
NC_013967.1,WP_004044421.1,HVO_RS07130,HVO_0502,204,442587,442790,+,protein_coding,hypothetical protein
NC_013966.1,NA,HVO_RS20040,HVO_A0434,504,442943,443446,+,pseudogene,class I SAM-dependent methyltransferase
NC_013967.1,NA,HVO_RS07135,HVO_3024,74,443018,443091,-,tRNA,tRNA-Val
NC_013967.1,WP_004044419.1,HVO_RS07140,HVO_0504,498,443185,443682,+,protein_coding,DUF192 domain-containing protein
NC_013966.1,WP_013035055.1,HVO_RS03775,HVO_A0435,813,443575,444387,-,protein_coding,hypothetical protein
NC_013967.1,WP_004044418.1,HVO_RS07145,HVO_0505,270,443723,443992,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044417.1,HVO_RS07150,HVO_0506,1938,444097,446034,+,protein_coding,ABC transporter ATP-binding protein
NC_013966.1,WP_013035146.1,HVO_RS03780,HVO_A0436,924,444384,445307,-,protein_coding,helix-turn-helix domain-containing protein
NC_013966.1,WP_004040797.1,HVO_RS03785,HVO_A0437,369,445596,445964,+,protein_coding,hypothetical protein
NC_013966.1,WP_004040798.1,HVO_RS03790,HVO_A0438,570,445961,446530,+,protein_coding,hypothetical protein
NC_013967.1,WP_004044416.1,HVO_RS07155,HVO_0507,723,446078,446800,+,protein_coding,creatininase family protein
NC_013966.1,NA,HVO_RS20045,NA,294,446577,446870,-,pseudogene,zinc ribbon domain-containing protein
